codigo,descricao
6450600,Sociedades de capitalização
6461100,Holdings de instituições financeiras
6462000,Holdings de instituições não-financeiras
6463800,"Outras sociedades de participação, exceto holdings"
6470101,"Fundos de investimento, exceto previdenciários e imobiliários"
6470102,Fundos de investimento previdenciários
6470103,Fundos de investimento imobiliários
6491300,Sociedades de fomento mercantil - factoring
6492100,Securitização de créditos
6493000,Administração de consórcios para aquisição de bens e direitos
6499901,Clubes de investimento
6499902,Sociedades de investimento
6499903,Fundo garantidor de crédito
6499904,Caixas de financiamento de corporações
6499905,Concessão de crédito pelas OSCIP
6499999,Outras atividades de serviços financeiros não especificadas anteriormente
6511101,Sociedade seguradora de seguros vida
6511102,Planos de auxílio-funeral
6512000,Sociedade seguradora de seguros não vida
6520100,Sociedade seguradora de seguros saúde
6530800,Resseguros
6541300,Previdência complementar fechada
6542100,Previdência complementar aberta
6550200,Planos de saúde
6611801,Bolsa de valores
6611802,Bolsa de mercadorias
6611803,Bolsa de mercadorias e futuros
6611804,Administração de mercados de balcão organizados
6612601,Corretoras de títulos e valores mobiliários
6612602,Distribuidoras de títulos e valores mobiliários
6612603,Corretoras de câmbio
6612604,Corretoras de contratos de mercadorias
6612605,Agentes de investimentos em aplicações financeiras
6613400,Administração de cartões de crédito
6619301,Serviços de liquidação e custódia
6619302,Correspondentes de instituições financeiras
6619303,Representações de bancos estrangeiros
6619304,Caixas eletrônicos
6619305,Operadoras de cartões de débito
6619399,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente
6621501,Peritos e avaliadores de seguros
6621502,Auditoria e consultoria atuarial
6622300,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde"
6629100,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente"
6630400,Atividades de administração de fundos por contrato ou comissão
6810201,Compra e venda de imóveis próprios
6810202,Aluguel de imóveis próprios
6810203,Loteamento de imóveis próprios
6821801,Corretagem na compra e venda e avaliação de imóveis
6821802,Corretagem no aluguel de imóveis
6822600,Gestão e administração da propriedade imobiliária
6911701,Serviços advocatícios
6911702,Atividades auxiliares da justiça
6911703,Agente de propriedade industrial
6912500,Cartórios
6920601,Atividades de contabilidade
6920602,Atividades de consultoria e auditoria contábil e tributária
7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica"
7111100,Serviços de arquitetura
7112000,Serviços de engenharia
7119701,"Serviços de cartografia, topografia e geodésia"
7119702,Atividades de estudos geológicos
7119703,Serviços de desenho técnico relacionados à arquitetura e engenharia
7119704,Serviços de perícia técnica relacionados à segurança do trabalho
7119799,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente
7120100,Testes e análises técnicas
7210000,Pesquisa e desenvolvimento experimental em ciências físicas e naturais
7220700,Pesquisa e desenvolvimento experimental em ciências sociais e humanas
7311400,Agências de publicidade
7312200,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação"
7319001,Criação de estandes para feiras e exposições
7319002,Promoção de vendas
7319003,Marketing direto
7319004,Consultoria em publicidade
7319099,Outras atividades de publicidade não especificadas anteriormente
7320300,Pesquisas de mercado e de opinião pública
7410201,Design
7410202,Design de interiores
7410203,Design de produto
7410299,atividades de design não especificadas anteriormente
7420001,"Atividades de produção de fotografias, exceto aérea e submarina"
7420002,Atividades de produção de fotografias aéreas e submarinas
7420003,Laboratórios fotográficos
7420004,Filmagem de festas e eventos
7420005,Serviços de microfilmagem
7490101,"Serviços de tradução, interpretação e similares"
7490102,Escafandria e mergulho
7490103,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias
7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários"
7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas"
7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente"
7500100,Atividades veterinárias
7711000,Locação de automóveis sem condutor
7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos"
7719502,Locação de aeronaves sem tripulação
7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor"
7721700,Aluguel de equipamentos recreativos e esportivos
7722500,"Aluguel de fitas de vídeo, DVDs e similares"
7723300,"Aluguel de objetos do vestuário, jóias e acessórios"
7729201,Aluguel de aparelhos de jogos eletrônicos
7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais"
7729203,Aluguel de material médico
7729299,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente
7731400,Aluguel de máquinas e equipamentos agrícolas sem operador
7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes"
7732202,Aluguel de andaimes
7733100,Aluguel de máquinas e equipamentos para escritórios
7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador"
7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador"
7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes"
7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador"
7740300,Gestão de ativos intangíveis não-financeiros
7810800,Seleção e agenciamento de mão-de-obra
7820500,Locação de mão-de-obra temporária
7830200,Fornecimento e gestão de recursos humanos para terceiros
7911200,Agências de viagens
7912100,Operadores turísticos
7990200,Serviços de reservas e outros serviços de turismo não especificados anteriormente
8011101,Atividades de vigilância e segurança privada
8011102,Serviços de adestramento de cães de guarda
8012900,Atividades de transporte de valores
8020000,Atividades de monitoramento de sistemas de segurança
8020001,Atividades de monitoramento de sistemas de segurança eletrônico
8020002,Outras atividades de serviços de segurança
8030700,Atividades de investigação particular
8111700,"Serviços combinados para apoio a edifícios, exceto condomínios prediais"
8112500,Condomínios prediais
8121400,Limpeza em prédios e em domicílios
8122200,Imunização e controle de pragas urbanas
8129000,Atividades de limpeza não especificadas anteriormente
8130300,Atividades paisagísticas
8211300,Serviços combinados de escritório e apoio administrativo
8219901,Fotocópias
8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente
8220200,Atividades de teleatendimento
8230001,"Serviços de organização de feiras, congressos, exposições e festas"
8230002,Casas de festas e eventos
8291100,Atividades de cobranças e informações cadastrais
8292000,Envasamento e empacotamento sob contrato
8299701,"Medição de consumo de energia elétrica, gás e água"
8299702,"Emissão de vales-alimentação, vales-transporte e similares"
8299703,"Serviços de gravação de carimbos, exceto confecção"
8299704,Leiloeiros independentes
8299705,Serviços de levantamento de fundos sob contrato
8299706,Casas lotéricas
8299707,Salas de acesso à internet
8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente
8411600,Administração pública em geral
8412400,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais"
8413200,Regulação das atividades econômicas
8421300,Relações exteriores
8422100,Defesa
8423000,Justiça
8424800,Segurança e ordem pública
8425600,Defesa Civil
8430200,Seguridade social obrigatória
8511200,Educação infantil - creche
8512100,Educação infantil - pré-escola
8513900,Ensino fundamental
8520100,Ensino médio
8531700,Educação superior - graduação
8532500,Educação superior - graduação e pós-graduação
8533300,Educação superior - pós-graduação e extensão
8541400,Educação profissional de nível técnico
8542200,Educação profissional de nível tecnológico
8550301,Administração de caixas escolares
8550302,"Atividades de apoio à educação, exceto caixas escolares"
8591100,Ensino de esportes
8592901,Ensino de dança
8592902,"Ensino de artes cênicas, exceto dança"
8592903,Ensino de música
8592999,Ensino de arte e cultura não especificado anteriormente
8593700,Ensino de idiomas
8599601,Formação de condutores
8599602,Cursos de pilotagem
8599603,Treinamento em informática
8599604,Treinamento em desenvolvimento profissional e gerencial
8599605,Cursos preparatórios para concursos
8599699,Outras atividades de ensino não especificadas anteriormente
8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências"
8610102,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências
8621601,UTI móvel
8621602,"Serviços móveis de atendimento a urgências, exceto por UTI móvel"
8622400,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências"
8630501,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos
8630502,Atividade médica ambulatorial com recursos para realização de exames complementares
8630503,Atividade médica ambulatorial restrita a consultas
8630504,Atividade odontológica
8630505,Atividade odontológica sem recursos para realização de procedimentos cirúrgicos
8630506,Serviços de vacinação e imunização humana
8630507,Atividades de reprodução humana assistida
8630599,Atividades de atenção ambulatorial não especificadas anteriormente
8640201,Laboratórios de anatomia patológica e citológica
8640202,Laboratórios clínicos
8640203,Serviços de diálise e nefrologia
8640204,Serviços de tomografia
8640205,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia"
8640206,Serviços de ressonância magnética
8640207,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética"
8640208,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos"
8640209,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos
8640210,Serviços de quimioterapia
8640211,Serviços de radioterapia
8640212,Serviços de hemoterapia
8640213,Serviços de litotripcia
8640214,Serviços de bancos de células e tecidos humanos
8640299,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente
8650001,Atividades de enfermagem
8650002,Atividades de profissionais da nutrição
8650003,Atividades de psicologia e psicanálise
8650004,Atividades de fisioterapia
8650005,Atividades de terapia ocupacional
8650006,Atividades de fonoaudiologia
8650007,Atividades de terapia de nutrição enteral e parenteral
8650099,Atividades de profissionais da área de saúde não especificadas anteriormente
8660700,Atividades de apoio à gestão de saúde
8690901,Atividades de práticas integrativas e complementares em saúde humana
8690902,Atividades de banco de leite humano
8690903,Atividades de acupuntura
8690904,Atividades de podologia
8690999,Outras atividades de atenção à saúde humana não especificadas anteriormente
8711501,Clínicas e residências geriátricas
8711502,Instituições de longa permanência para idosos
8711503,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes"
8711504,Centros de apoio a pacientes com câncer e com AIDS
8711505,Condomínios residenciais para idosos e deficientes físicos
8712300,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio
8720401,Atividades de centros de assistência psicossocial
8720499,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não"
8730101,Orfanatos
8730102,Albergues assistenciais
8730199,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente
8800600,Serviços de assistência social sem alojamento
9001901,Produção teatral
9001902,Produção musical
9001903,Produção de espetáculos de dança
9001904,"Produção de espetáculos circenses, de marionetes e similares"
9001905,"Produção de espetáculos de rodeios, vaquejadas e similares"
9001906,Atividades de sonorização e de iluminação
9001999,"Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente"
9002701,"Atividades de artistas plásticos, jornalistas independentes e escritores"
9002702,Restauração de obras-de-arte
9003500,"Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas"
9101500,Atividades de bibliotecas e arquivos
9102301,Atividades de museus e de exploração de lugares e prédios históricos e atrações similares
9102302,Restauração e conservação de lugares e prédios históricos
9103100,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental"
9200301,Casas de bingo
9200302,Exploração de apostas em corridas de cavalos
9200399,Exploração de jogos de azar e apostas não especificados anteriormente
9311500,Gestão de instalações de esportes
9312300,"Clubes sociais, esportivos e similares"
9313100,Atividades de condicionamento físico
9319101,Produção e promoção de eventos esportivos
9319199,Outras atividades esportivas não especificadas anteriormente
9321200,Parques de diversão e parques temáticos
9329801,"Discotecas, danceterias, salões de dança e similares"
9329802,Exploração de boliches
9329803,"Exploração de jogos de sinuca, bilhar e similares"
9329804,Exploração de jogos eletrônicos recreativos
9329899,Outras atividades de recreação e lazer não especificadas anteriormente
9411100,Atividades de organizações associativas patronais e empresariais
9412000,Atividades de organizações associativas profissionais
9412001,Atividades de fiscalização profissional
9412099,Outras atividades associativas profissionais
9420100,Atividades de organizações sindicais
9430800,Atividades de associações de defesa de direitos sociais
9491000,Atividades de organizações religiosas ou filosóficas
9492800,Atividades de organizações políticas
9493600,Atividades de organizações associativas ligadas à cultura e à arte
9499500,Atividades associativas não especificadas anteriormente
9511800,Reparação e manutenção de computadores e de equipamentos periféricos
9512600,Reparação e manutenção de equipamentos de comunicação
9521500,Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico
9529101,"Reparação de calçados, bolsas e artigos de viagem"
9529102,Chaveiros
9529103,Reparação de relógios
9529104,"Reparação de bicicletas, triciclos e outros veículos não-motorizados"
9529105,Reparação de artigos do mobiliário
9529106,Reparação de jóias
9529199,Reparação e manutenção de outros objetos e equipamentos pessoais e domésticos não especificados anteriormente
9601701,Lavanderias
9601702,Tinturarias
9601703,Toalheiros
9602501,"Cabeleireiros, manicure e pedicure"
9602502,Atividades de estética e outros serviços de cuidados com a beleza
9603301,Gestão e manutenção de cemitérios
9603302,Serviços de cremação
9603303,Serviços de sepultamento
9603304,Serviços de funerárias
9603305,Serviços de somatoconservação
9603399,Atividades funerárias e serviços relacionados não especificados anteriormente
9609201,Clinicas de estética e similares
9609202,Agências matrimoniais
9609203,"Alojamento, higiene e embelezamento de animais"
9609204,Exploração de máquinas de serviços pessoais acionadas por moeda
9609205,Atividades de sauna e banhos
9609206,Serviços de tatuagem e colocação de piercing
9609207,Alojamento de animais domésticos
9609208,Higiene e embelezamento de animais domésticos
9609299,Outras atividades de serviços pessoais não especificadas anteriormente
9700500,Serviços domésticos
9900800,Organismos internacionais e outras instituições extraterritoriais
8888888,Atividade Econônica não informada
